address_1,address_2,label,similarity,predicted
"Rua Antonio Procoro Macedo Junior, 58 H, Câmara de Lobos, 9325-018","Rua Antonio Procoro Macedo Junior, 58 H, 9325-018",1,0.0,0
"Vereda Lombada, 5, Calheta, 9370-705","Vereda Lombada, 5, 9370-705",1,0.0,0
"Rua Netos, Funchal, 9000-084","r netos, Funchal",1,0.0,0
"Rua dos Bombeiros Voluntários, 410, São João da Madeira, 3700-066","r dos volnutáreios bombeiros, 410, São João da Madeira",1,0.0,0
"Estrada de Tornada, Tornada, 2500-315","Estrada de Tornada, Tornada",1,0.0,0
"Rua Almada Negreiros, Lote 548, Fernão Ferro, 2865-409","r negreiors almakda, Lote 548, Fernão Ferro",1,0.0,0
"Rua do Orfeão de Ovar, 92, Ovar, 3880-184","de do orfeão ura ovar, 92, Ovar, 3880-184",1,0.0,0
"Caminho Lourencinha, 55, Câmara de Lobos, 9300-092","cainho lourencinha, 55, Câmara de Lobos",1,0.0,0
"Rua Professor Roque Duarte, Pó, 2540-491","r proefssor duarte roque, Pó",1,0.0,0
"Rua do Viveiro, 11, Évora, 7005-638","Rua do Viveiro, 11, Évora",1,0.0,0
"Rua Serpa Pinto, 74, Odemira, 7630-174","serpa ru pitno, 74, Odemira",1,0.0,0
"Entrada N 1 Do Caminho De s João, 1, Câmara de Lobos, 9300-150","Entrada N 1 Do Caminho De s João, 1, 9300-150",1,0.0,0
"Rua da Independência, 14, Águas de Moura, 2965-574","Rua da Independência, 14, 2965-574",1,0.0,0
"Rua do Castelo, 9, Póvoa de São Miguel, 7885-268","r do castelo, 9, Póvoa de São Miguel, 7885-268",1,0.0,0
"Rua Luís de Camões, 12, Nossa Senhora das Neves, 7800-651","r luís de camões, 12, Nossa Senhora das Neves, 7800-651",1,0.0,0
"Rua da Juventude, 42, Ponta Delgada, 9500-211","Rua da Juventude, 42, Ponta Delgada",1,0.0,0
"Travessa Laranjal, 21, Funchal, 9020-362","traveshsa alranjal, 21, Funchal",1,0.0,0
"Rua do Passo, 9S, Cedros, 9900-341","do r passo, 9S, Cedros, 9900-341",1,0.0,0
"Rua das Paias, 8, Veiros, 7100-697","Rua das Paias, 8, Veiros",1,0.0,0
"Rua Geraldo e Casquinha, 15, Setúbal, 2910-292","gerado r e casquinha, 15, Setúbal, 2910-292",1,0.0,0
"Rua dos Capitães de Abril, 36, Sines, 7520-205","r dos de caitães abril, 36, Sines, 7520-205",1,0.0,0
"Rua das Cancelas, LT 6, Almeirim, 2080-084","rd cancelas as, LT 6, Almeirim, 2080-084",1,0.0,0
"Rua do Posto Médico, 25, Guadalupe, 7000-222","rdo posto médcio, 25, Guadalupe",1,0.0,0
"Rua 5 de Outubro, 58, Arronches, 7340-014","Rua 5 de Outubro, 58, Arronches",1,0.0,0
"Rua da Cadeia Velha, 5, Nisa, 6050-374","Rua da Cadeia Velha, 5, 6050-374",1,0.0,0
"Rua do Vale, 7, Pedrogão, 7960-049","ru vale do, 7, Pedrogão",1,0.0,0
"Rua do Sobreirinho, 3, Salavessa, 6050-465","Rua do Sobreirinho, 3, Salavessa",1,0.0,0
"Rua Francisco Xara, 8, Campo Maior, 7370-113","Rua Francisco Xara, 8, 7370-113",1,0.0,0
"Avenida Doutor António Fonseca, 1600, Vale de Cambra, 3730-239","doutor avenia antónio fonseca, 1600, Vale de Cambra",1,0.0,0
"Rua Sanches da Gama, 8, Coimbra, 3030-021","r anchs da gama, 8, Coimbra",1,0.0,0
"Rua Escolas de Santa Ana, 36, Ribeirão, 4760-726","Rua Escolas de Santa Ana, 36, 4760-726",1,0.0,0
"Rua da Cerca, 112, Olhão, 8700-387","Rua da Cerca, 112, Olhão",1,0.0,0
"Rua Lopo Sancas, 9, Santo Aleixo da Restauração, 7875-181","r lopo sancas, 9, Santo Aleixo da Restauração, 7875-181",1,0.0,0
"Travessa da Hortona, 1, Amieira Cova, 6040-051","Travessa da Hortona, 1, Amieira Cova",1,0.0,0
"Caminho Achada, 7, Câmara de Lobos, 9325-060","Caminho Achada, 7, 9325-060",1,0.0,0
"Rua dos Maninhos, 115, Maia, 4470-486","Rua dos Maninhos, 115, Maia",1,0.0,0
"Banda G3, 47, Canal Caveira, 7570-107","Banda G3, 47, Canal Caveira",1,0.0,0
"Rua da Vinha Grande, 39, Landeira, 2965-421","r da vinha grande, 39, Landeira, 2965-421",1,0.0,0
"R Valadares, 122, Várzea Ovelha E Aliviada, 4635-660"," rvaladares, 122, Várzea Ovelha E Aliviada, 4635-660",1,0.0,0
"Rua 5 de Outubro, 37, Vila Real de Santo António, 8900","r  5de outubo, 37, Vila Real de Santo António, 8900",1,0.0,0
"Rua do Pinhal, 129, Ponte de Sôr, 7400-247","Rua do Pinhal, 129, Ponte de Sôr",1,0.0,0
"Largo Governador Aniceto dos Santos (E.R. Atalhada), 62, Lagoa (São Miguel), 9560-410","Largo Governador Aniceto dos Santos (E.R. Atalhada), 62, Lagoa (São Miguel)",1,0.0,0
"Rua Ricardo Espírito Santo, 1A, Lisboa, 1200-790","ura ricadrdo espírito santo, 1A, Lisboa",1,0.0,0
"Rua da Fonte, 52, Almeirim, 2080-076","foonte da r, 52, Almeirim",1,0.0,0
"Rua das Invasões Francesas, 96, Ribeirão, 4760-411","r das invasõsefrancesas, 96, Ribeirão, 4760-411",1,0.0,0
"Rua 31 de Janeiro, 162, Porto","r de 31 janieiro, 162, Porto",1,0.0,0
"Rua Luis de Camões, 18A, Barrancos, 7230-027","r lauis camões de, 18A, Barrancos, 7230-027",1,0.0,0
"Rua dos Capitães, 17, Olhão, 8700-251","Rua dos Capitães, 17, 8700-251",1,0.0,0
"Estrada Jose Avelino Pinto, 25, Câmara de Lobos, 9300-326","estrada jose avemlino pinto, 25, Câmara de Lobos, 9300-326",1,0.0,0
"Rua do Século, 56A, Rosário, 7250-203","r do sculo, 56A, Rosário, 7250-203",1,0.0,0
"Rua de Abrantes, 54, Tolosa, 6050-515","r deabrantes, 54, Tolosa, 6050-515",1,0.0,0
"Rua de São Miguel, 10, Póvoa de São Miguel, 7885-265","r de são miguel, 10, Póvoa de São Miguel",1,0.0,0
"Rua Lagar, 6, Caneças, 1685-594","Rua Lagar, 6, Caneças",1,0.0,0
"Rua da Escola, 13, Cabeção, 7490-071","rda escola, 13, Cabeção",1,0.0,0
"Rua dos Montes, 3, Rosário, 7700-235","Rua dos Montes, 3, 7700-235",1,0.0,0
"Rua Júlio Dinis, 15, Cortegaça","Rua Júlio Dinis, 15",1,0.0,0
"Beco da Porta da Vila, 20, Vila Boim, 7350-501","beco da porta dav ila, 20, Vila Boim, 7350-501",1,0.0,0
"Rua Principal, 22, Tramaga, 7400-604","r prncipal, 22, Tramaga",1,0.0,0
"Rua da Feira, 32 A, Elvas, 7350-074","da ru feira, 32 A, Elvas",1,0.0,0
"Rua 1º de Dezembro, 109, Barrancos, 7230-042","Rua 1º de Dezembro, 109, Barrancos",1,0.0,0
"Rua Guerra Junqueiro, 126, Coimbra, 3000-206","r guerra junqueyiro, 126, Coimbra, 3000-206",1,0.0,0
"Rua da Restauração, 32, Peniche, 2520-332","Rua da Restauração, 32, Peniche",1,0.0,0
"Largo do Vitorino, 2, Motrinos, 7200-177","largo do ivitorino, 2, Motrinos",1,0.0,0
"Rua do Bocage, 22, Grândola, 7570-231","Rua do Bocage, 22, 7570-231",1,0.0,0
"Rua Dr Juvenal, 20, Funchal, 9060-147","ru dr juvenal, 20, Funchal",1,0.0,0
"Rua de Santa Catarina, 4, Sete, 7780-466","Rua de Santa Catarina, 4, 7780-466",1,0.0,0
"Rua Olival da Varzinha, 5, Setúbal, 2900-748","Rua Olival da Varzinha, 5, Setúbal",1,0.0,0
"Rua da Alagoa, 24, Almeirim, 2080-070","alagoa da r, 24, Almeirim",1,0.0,0
"Rua Vargem Conj Hab Da Vargem, 45, Funchal, 9000-705","r vargem conj hab da vargem, 45, Funchal, 9000-705",1,0.0,0
"Rua do Rosmono, 5, Casével, 7780-020","Rua do Rosmono, 5, Casével",1,0.0,0
"Rua Vivas, 28, Beirã, 7330-012","r vivas, 28, Beirã, 7330-012",1,0.0,0
"Rua de Moçambique, 71C, Coimbra, 3030-062","Rua de Moçambique, 71C, 3030-062",1,0.0,0
"Rua da Manteigada, 89, Setúbal, 2910-241","rz manteigada da, 89, Setúbal, 2910-241",1,0.0,0
"Caminho Ribeiro Seco, 2, Funchal, 9060-273","Caminho Ribeiro Seco, 2, Funchal",1,0.0,0
"Avenida Dom Sebastião, 119, Costa da Caparica, 2825-408","Avenida Dom Sebastião, 119, 2825-408",1,0.0,0
"Rua da Boavista, 28, Santo Aleixo da Restauração, 7875-155","Rua da Boavista, 28, Santo Aleixo da Restauração",1,0.0,0
"Rua Magalhães Lima, 45, Fuzeta, 8700-036","Rua Magalhães Lima, 45, 8700-036",1,0.0,0
"Sítio Traço de Gravatos, Elvas, 7350-473","Sítio Traço de Gravatos, 7350-473",1,0.0,0
"Travessa do Antigo Caminho da Glória, 11, Estremoz, 7100-135","travessa do da cminho antigo glória, 11, Estremoz, 7100-135",1,0.0,0
"Rua Ramalho Ortigão, 15, Amadora, 2700-703","Rua Ramalho Ortigão, 15, Amadora",1,0.0,0
"Estrada do Vale da Rosa, 155, Setúbal, 2910-845","estrda do da vale rosa, 155, Setúbal, 2910-845",1,0.0,0
"Rua dos Malmequeres, 13, Castro Verde, 7780-292","ru malmequeers dos, 13, Castro Verde",1,0.0,0
"Urbanização Quinta dos Passarinhos, 185, Sines, 7520-164","urbanizaão quint ados passarinhos, 185, Sines",1,0.0,0
"Estrada Nacional 4, 58 B, Silveiras, 7050-677","4 nacoinal estrada, 58 B, Silveiras",1,0.0,0
"Rua da Peninha, 4, Portalegre, 7300-496","Rua da Peninha, 4, 7300-496",1,0.0,0
"Largo da Sé Velha, 19, Coimbra, 3000-383","Largo da Sé Velha, 19, Coimbra",1,0.0,0
"Rua de Serpa, 11, Vales Mortos, 7830-497","Rua de Serpa, 11, 7830-497",1,0.0,0
"R Vinha, 136, Várzea Do Douro, 4575-448","r vinha, 136, Várzea Do Douro",1,0.0,0
"Avenida Imaculada Conceição, 114, Braga, 4710-820","Avenida Imaculada Conceição, 114, Braga",1,0.0,0
"Rua Guerra Junqueiro, 54, Almeirim, 2080-144","Rua Guerra Junqueiro, 54, Almeirim",1,0.0,0
"Rua Joaquim Alves Salgado, 2, Brotas, 7490-025","r joaqium alves salgao, 2, Brotas, 7490-025",1,0.0,0
"Beco Saco, 5, Alqueva, 7220-012","beco saco, 5, Alqueva",1,0.0,0
"Rua Direita, 150, Benfica do Ribatejo, 2080-329","ura direia, 150, Benfica do Ribatejo, 2080-329",1,0.0,0
"Rua do Menino Jesus, 27, Évora, 7000-601","Rua do Menino Jesus, 27, 7000-601",1,0.0,0
"Arruamento Dr João Maurício Abreu Santos, 97, Calheta, 9370-521","Arruamento Dr João Maurício Abreu Santos, 97, 9370-521",1,0.0,0
"Rua Amadas, 33, Alcaçovas, 7090-034","Rua Amadas, 33, 7090-034",1,0.0,0
"Rua Alexandre Herculano, 58, Vila Viçosa, 7160-367","Rua Alexandre Herculano, 58, 7160-367",1,0.0,0
"Rua da Cadeia Velha, 30, Serpa, 7830-403","velha da cadeia r, 30, Serpa",1,0.0,0
"Rua Das Areias de Tras, 39, Castro Verde, 7780-165","r das areias tras dte, 39, Castro Verde",1,0.0,0
"Estrada da Chamburguinha, 12 E, Setúbal, 2910-152","da estrada chamburguniha, 12 E, Setúbal",1,0.0,0
"R Pinheiro, 200, Vila Boa Do Bispo, 4625-613","R Pinheiro, 200, Vila Boa Do Bispo",1,0.0,0
"Rua Alegria, 6, Câmara de Lobos, 9300-392","Rua Alegria, 6, 9300-392",1,0.0,0
"Rua de Nossa Senhora, 2, Borba, 7150-160","r de onssa sewnhora, 2, Borba",1,0.0,0
"Rua Vice Almirante António Ladislau Parreira da Rocha, 27, Serpa, 7830-372","Rua Vice Almirante António Ladislau Parreira da Rocha, 27, 7830-372",1,0.0,0
"Passeio da Judia, 23, Vila Nova de Santo André, 7500-110","passeio judia daq, 23, Vila Nova de Santo André",1,0.0,0
"Rua Manuel da Fonseca, 10, Cuba, 7940-164","Rua Manuel da Fonseca, 10, Cuba",1,0.0,0
"Praceta Sophia de Mello Breyner Anderson, 5, Rio Maior, 2040-355","Praceta Sophia de Mello Breyner Anderson, 5, 2040-355",1,0.0,0
"Travessa Raposeira, 24, Calheta, 9370-341","Travessa Raposeira, 24, 9370-341",1,0.0,0
"Rua da Guiné-Bissau, LT 51, Pinhal Novo, 2955-155","r da guniéb-issau, LT 51, Pinhal Novo, 2955-155",1,0.0,0
"Rua de Serpa, 16, Vales Mortos, 7830-497","Rua de Serpa, 16, Vales Mortos",1,0.0,0
"Rua Doutor Justino dos Santos, 90, São Teotónio, 7630-652","rd outor justino dos santos, 90, São Teotónio",1,0.0,0
"Rua Jacinto Ricardo, 2, Aldeia de Palheiros, 7670-202","r ricardo jacinto, 2, Aldeia de Palheiros, 7670-202",1,0.0,0
"Rua Vale Da Ajuda, 20, Funchal, 9000-116","r vale da ajuda, 20, Funchal, 9000-116",1,0.0,0
"Rua 25 de Abril, 94, Nisa, 6050-343","abirl de r25, 94, Nisa",1,0.0,0
"Rua de Timor, 84, Almeirim, 2080-103","Rua de Timor, 84, Almeirim",1,0.0,0
"Rua Brigadeiro Oudinot, 2, Funchal, 9060-209","Rua Brigadeiro Oudinot, 2, 9060-209",1,0.0,0
"Largo Dona Leonor Faria Gomes, 7, Oeiras, 2780-000","largoi dona leonor faria gomes, 7, Oeiras, 2780-000",1,0.0,0
"Rua Comprida, 80, São Marcos do Campo, 7200-072","ruya comprida, 80, São Marcos do Campo, 7200-072",1,0.0,0
"Travessa Mariana Godinho, 8, Sines, 7520-261","Travessa Mariana Godinho, 8, 7520-261",1,0.0,0
"Rua Nova, 4, Vila Verde de Ficalho, 7830-651","Rua Nova, 4, Vila Verde de Ficalho",1,0.0,0
"Rua Latino Coelho, 10, Peniche, 2520-468","r latino colo, 10, Peniche",1,0.0,0
"Rua Ilha da Abóbora, 43, Cabanas de Tavira, 8800-595","r ilha da abóbora, 43, Cabanas de Tavira, 8800-595",1,0.0,0
"Caminho do Meio, 27A, Praia do Almoxarife, 9900-451","caimnhoi do meio, 27A, Praia do Almoxarife, 9900-451",1,0.0,0
"Rua 5 de Outubro, 46, Comenda, 6040-041","de 5 r outubro, 46, Comenda",1,0.0,0
"Rua 5 de Outubro, 39-B, Vila Real de Santo António, 8900","Rua 5 de Outubro, 39-B, 8900",1,0.0,0
"Largo do Mineiro, 5, Aljustrel, 7600-040","larzgo do mineioro, 5, Aljustrel",1,0.0,0
"Rua 1 Br Da Portela, 7, Marco De Canaveses, 4630-210","r da brz 1 pxortela, 7, Marco De Canaveses",1,0.0,0
"Rua Miguel Lupi, Lisboa, 1249-077","r miguel lpi, Lisboa, 1249-077",1,0.0,0
"Rua da Escola Nova, Valverde, 6230-804","r da esoclanova, Valverde",1,0.0,0
"Rua Doutor José Pires Padinha, 30, Tavira, 8800-354","Rua Doutor José Pires Padinha, 30, 8800-354",1,0.0,0
"Rua Luiz de Camões, 58A, Ponte de Sôr, 7400-270","r lu izde camões, 58A, Ponte de Sôr, 7400-270",1,0.0,0
"Rua do Castelo, 6, Nossa Senhora da Graça de Póvoa e Meadas, 7320-011","Rua do Castelo, 6, 7320-011",1,0.0,0
"Rua das Felgueiras, 14, Valpaços, 5445-083","rf das felgueiras, 14, Valpaços, 5445-083",1,0.0,0
"Rua das Flores, 30A, Estremoz, 7100-070","r das flores, 30A, Estremoz, 7100-070",1,0.0,0
"Rua Carlos Alberto Pinto de Abreu, 33, Coimbra, 3040-245","r acrlos albeto pinto de abreu, 33, Coimbra, 3040-245",1,0.0,0
"Rua do Socorro, 9, Cuba, 7940-185","Rua do Socorro, 9, 7940-185",1,0.0,0
"Impasse Vale Seco, 17, Calheta, 9385-282","Impasse Vale Seco, 17, Calheta",1,0.0,0
"Rua do Relógio de Sol, 42, São João da Madeira, 3700-237","Rua do Relógio de Sol, 42, São João da Madeira",1,0.0,0
"Rua Doutor  Armando Cumbre, 19, Chamusca, 2140-114","Rua Doutor  Armando Cumbre, 19, 2140-114",1,0.0,0
"Travessa Carlos Jesus Vareda, Marinha Grande, 2430-438","Travessa Carlos Jesus Vareda, Marinha Grande",1,0.0,0
"Caminho Serrado, 48, Calheta, 9385-274","Caminho Serrado, 48, Calheta",1,0.0,0
"Rua do Juncal, 527, Ermesinde, 4445-489","Rua do Juncal, 527, Ermesinde",1,0.0,0
"Bairro dos Eucaliptos, 13, Aljustrel, 7600-026","Bairro dos Eucaliptos, 13, Aljustrel",1,0.0,0
"Rua 5 de Outubro, 55, Évora, 7000-854","r5 de outubwro, 55, Évora, 7000-854",1,0.0,0
"Estrada da Figueirinha, 9, Fazenda, 7400-121","Estrada da Figueirinha, 9, 7400-121",1,0.0,0
"Rua da Lavoura, 28, Beja, 7800-148","ra da lavoura, 28, Beja",1,0.0,0
"Rua Comandante Guilherme Gomes Fernandes, 43, Odemira, 7630-152","Rua Comandante Guilherme Gomes Fernandes, 43, 7630-152",1,0.0,0
"Rua 1º de Maio, 10, São João da Ribeira, 2040-460","r de ux1º maio, 10, São João da Ribeira, 2040-460",1,0.0,0
"Rua Avessao, 725, Avessadas, 4630-007","r avessao, 725, Avessadas, 4630-007",1,0.0,0
"Rua de São Sebastião, 33, Olhão, 8700-420","Rua de São Sebastião, 33, Olhão",1,0.0,0
"Praceta de Macau, 9, Campo Maior, 7370-023","Praceta de Macau, 9, Campo Maior",1,0.0,0
"Rua da Capa Rota, 9, Póvoa de São Miguel, 7885-256","ruua dya rota capa, 9, Póvoa de São Miguel",1,0.0,0
"Rua Latoa, 19, Moura, 7860-136","r latoa, 19, Moura, 7860-136",1,0.0,0
"Rua Castelo, 18, Alcácer do Sal, 7580-140","Rua Castelo, 18, Alcácer do Sal",1,0.0,0
"Rua da Estação, LT 2, Arcos, 7100-011","r d esqtação, LT 2, Arcos",1,0.0,0
"Rua Gonçalves Zarco, 33, Coimbra, 3030-053","Rua Gonçalves Zarco, 33, 3030-053",1,0.0,0
"Rua Mira Mar, Zambujeira do Mar, 7630-789","r mitram ar, Zambujeira do Mar",1,0.0,0
"Rua Padre Mendes, 14, Santa Eulália, 7350-451","Rua Padre Mendes, 14, Santa Eulália",1,0.0,0
"Rua dos Moinhos, Pó, 2540-491","Rua dos Moinhos, Pó",1,0.0,0
"Rua dos Estudos, 6, Coimbra, 3000-564","r estudos dos, 6, Coimbra, 3000-564",1,0.0,0
"Avenida da República, 28A, Lisboa, 1050-192","avenwidal da república, 28A, Lisboa",1,0.0,0
"Rua Nova da Cruz, 77, Olhão, 8700-504","r da nova cruz, 77, Olhão, 8700-504",1,0.0,0
"Rua Heróis do Ultramar, 56, Campo Maior, 7370-026","r ultramar do heórs, 56, Campo Maior, 7370-026",1,0.0,0
"Rua Azinhaga da Quinta, 1, Bencatel, 7160-069","Rua Azinhaga da Quinta, 1, Bencatel",1,0.0,0
"Rua Cinco de Outubro, 5, Arraiolos, 7040-028","Rua Cinco de Outubro, 5, 7040-028",1,0.0,0
"Rua de Olivença, 2, Odemira, 7630-156","Rua de Olivença, 2, Odemira",1,0.0,0
"Rua 25 de Abril, 72, Pavia, 7490-448","r o25 de abril, 72, Pavia, 7490-448",1,0.0,0
"Rua Joaquim António de Aguiar, 16, Coimbra, 3000-230","Rua Joaquim António de Aguiar, 16, 3000-230",1,0.0,0
"Rua 5 de Outubro, 5, Ouguela, 7370-200","de 5 r outubro, 5, Ouguela",1,0.0,0
"Rua Doutor Álvaro Sousa Rego, 57, Azaruja, 7005-107","Rua Doutor Álvaro Sousa Rego, 57, 7005-107",1,0.0,0
"Rua do Vale, 5B, Portel, 7220-411","do r vale, 5B, Portel, 7220-411",1,0.0,0
"Rua Joaquim Rodrigues Amaro, 3, Montemor-o-Novo, 7050-254","r rodrigues joaquim amaro, 3, Montemor-o-Novo, 7050-254",1,0.0,0
"Rua Nova das Arieiras, 25, Peniche, 2520-477","r nova das awrierias, 25, Peniche, 2520-477",1,0.0,0
"Rua da Paz, 4, Mora, 7490-204","Rua da Paz, 4, Mora",1,0.0,0
"Rua de São Romão, 863, Maia","Rua de São Romão, 863",1,0.0,0
"Rua Doutor Adrião Amado, 28, Bragança, 5300","ru doutor adrião amado, 28, Bragança, 5300",1,0.0,0
"Rua das Graciosas, 11, Vila de Frades, 7960-429","Rua das Graciosas, 11, 7960-429",1,0.0,0
"Avenida António Inácio da Cruz, 5, Grândola, 7570-185","av antónio xináico cruz da, 5, Grândola, 7570-185",1,0.0,0
"Escadinhas do Adro, 16, Galveias, 7400-020","escadinhas dod aro, 16, Galveias",1,0.0,0
"Estrada Padre António Silvino De Andrade, 79, Câmara de Lobos, 9300-262","Estrada Padre António Silvino De Andrade, 79, 9300-262",1,0.0,0
"Rua Do Barreiro, 13/15, Chamusca, 2140-099","r do barreikro, 13/15, Chamusca, 2140-099",1,0.0,0
"Largo Dom Luís Maldonado Vivião Passanha, Ferreira do Alentejo, 7900-567","luís dom lago maldonado vivião passanha, Ferreira do Alentejo",1,0.0,0
"Praceta Nossa Senhora de Aires, 5, Viana do Alentejo, 7090-233","Praceta Nossa Senhora de Aires, 5, 7090-233",1,0.0,0
"Travessa de Santa Catarina, Pó, 2540-532","travessa santa de catarina, Pó",1,0.0,0
"Rua Diogo Cão, 3, Montemor-o-Novo, 7050-211","cão diojog r, 3, Montemor-o-Novo, 7050-211",1,0.0,0
"Rua dos Valinhos, 2, Vila Verde de Ficalho, 7830-658","Rua dos Valinhos, 2, 7830-658",1,0.0,0
"Rua Velha Ajuda - Vale d Ajuda i, 89, Funchal, 9000-749","Rua Velha Ajuda - Vale d Ajuda i, 89, Funchal",1,0.0,0
"Rua Alfredo Andrade, 26, Barbacena, 7350-431","Rua Alfredo Andrade, 26, Barbacena",1,0.0,0
