address_1,address_2,label,address_1_road,address_1_house_number,address_1_city,address_1_postcode,address_1_normalized,address_2_road,address_2_house_number,address_2_city,address_2_postcode,address_2_normalized,ner_gpe_similarity,ner_loc_similarity,ner_misc_similarity,ner_person_similarity,ner_org_similarity,ner_overall_entity_similarity,ner_road_gpe_similarity,ner_road_loc_similarity,ner_road_misc_similarity,ner_road_person_similarity,ner_road_org_similarity,ner_road_overall_entity_similarity,ner_city_gpe_similarity,ner_city_loc_similarity,ner_city_misc_similarity,ner_city_person_similarity,ner_city_org_similarity,ner_city_overall_entity_similarity,ner_normalized_gpe_similarity,ner_normalized_loc_similarity,ner_normalized_misc_similarity,ner_normalized_person_similarity,ner_normalized_org_similarity,ner_normalized_overall_entity_similarity,ner_countries_hierarchy_similarity,ner_regions_hierarchy_similarity,ner_cities_hierarchy_similarity,ner_streets_hierarchy_similarity,ner_districts_hierarchy_similarity,ner_address1_total_entities,ner_address2_total_entities,ner_address1_unique_entities,ner_address2_unique_entities,ner_entity_count_difference,ner_shared_entity_count,ner_has_geographic_entities,ner_both_have_entities,phase2_jaro_winkler_score,phase2_levenshtein_score,phase2_jaccard_score,phase2_hybrid_avg,phase2_weighted_combo,comp_road_similarity,comp_road_exact_match,comp_house_number_similarity,comp_house_number_exact_match,comp_city_similarity,comp_city_exact_match,comp_postcode_similarity,comp_postcode_exact_match,comp_normalized_similarity,comp_normalized_exact_match,comp_avg_similarity,comp_max_similarity,comp_min_similarity,stat_addr1_length,stat_addr2_length,stat_length_diff,stat_length_ratio,stat_addr1_words,stat_addr2_words,stat_word_diff,stat_addr1_digits,stat_addr2_digits,stat_digits_match,interact_phase2_comp,interact_phase2_ner,interact_comp_ner,interact_all_three,interact_phase2_high,interact_comp_high,interact_ner_high,interact_all_high,interact_majority_high,interact_score_variance,interact_score_mean
"Rua da Liberdade, 25, Alcácer do Sal, 7580-042","r da liberdaede, 25, Alcácer do Sal",1,rua liberdade,25,Alcacer Do Sal,7580-042,rua da liberdade 25 alcacer do sal 7580-042,rua liberdaede,25,Alcacer Do Sal,,r da liberdaede 25 alcacer do sal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8337559371574716,0.7173913043478262,0.65,0.7337157471684326,0.7553562294483012,0.9703296703296703,False,1.0,True,1.0,True,0.0,False,0.8297899048625793,False,0.76002391503845,1.0,0.0,46,35,11,0.7608695652173914,8,7,1,9,2,0,0.6336744515449735,0.0,0.0,0.0,1,1,0,0,1,0.21303695421024446,0.5312599507319739
"Rua Portela, 180, Soalhães, 4630-717","Rua Portela De Lardosa, 102, Soalhães, 4630-693",0,rua portela,180,Soalhaes,4630-717,rua portela 180 soalhaes 4630-717,rua portela lardosa,102,Soalhaes,4630-693,rua portela de lardosa 102 soalhaes 4630-693,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,True,True,0.8701979905437353,0.6595744680851063,0.5625,0.6974241528762805,0.7357638888888889,0.9157894736842105,False,0.5555555555555555,False,1.0,True,0.85,False,0.873092998955068,False,0.8388876056389668,1.0,0.5555555555555555,36,47,11,0.7659574468085106,5,7,2,10,10,1,0.7299983087190743,0.676820659311794,0.6524681377191963,0.5677764623370577,1,1,1,1,1,0.002209374498635631,0.8289544579868267
"Rua dos Capitães, 20, Olhão, 8700-251","Rua dos Capitães, 20, 8700-251",1,rua capitaes,20,Olhao,8700-251,rua dos capitaes 20 olhao 8700-251,rua capitaes,20,,8700-251,rua dos capitaes 20 8700-251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9621621621621622,0.8108108108108107,0.8235294117647058,0.8655007949125597,0.890302066772655,1.0,True,1.0,True,0.0,False,1.0,True,0.9647058823529411,False,0.7929411764705883,1.0,0.0,37,30,7,0.8108108108108109,6,5,1,9,9,1,0.7629379968203498,0.0,0.0,0.0,1,1,0,0,1,0.26385791293959254,0.5850344462109168
"Rua dos Quartéis, 9, Moura, 7860-174","Rua Bica dos Quartéis, 2, Moura, 7860-129",0,rua quarteis,9,Moura,7860-174,rua dos quarteis 9 moura 7860-174,rua bica quarteis,2,Moura,7860-129,rua bica dos quarteis 2 moura 7860-129,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,3.0,1.0,1.0,True,True,0.8837028824833704,0.8048780487804879,0.7,0.7961936437546194,0.8128270509977827,0.8911764705882353,False,0.0,False,1.0,True,0.9,False,0.8730462519936204,False,0.732844544516371,1.0,0.0,36,41,5,0.8780487804878049,6,7,1,8,8,1,0.6476168364013297,0.6873244641537324,0.5699902012905107,0.5037019838677008,1,1,1,1,1,0.005999560232063357,0.7981084015925064
"Rua da Idanha, 300, Anta e Guetim","r da idanha, 300, Anta e Guetim",1,rua idanha,300,Anta E Guetim,,rua da idanha 300 anta e guetim,rua idanha,300,Anta E Guetim,,r da idanha 300 anta e guetim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8850439882697947,0.9393939393939394,0.8928571428571429,0.9057650235069591,0.8982579248708281,1.0,True,1.0,True,1.0,True,0.0,False,0.8875417130144605,False,0.7775083426028921,1.0,0.0,33,31,2,0.9393939393939394,7,7,0,3,3,1,0.6881290844503016,0.0,0.0,0.0,1,1,0,0,1,0.23323099984643308,0.5541841102908956
"Rua Francisco Mourato Roma, 17, Castelo de Vide, 7320-147","r rfancisco mourao roma, 17, Castelo de Vide",1,rua francisco mourato roma,17,Castelo De Vide,7320-147,rua francisco mourato roma 17 castelo de vide 7320-147,rua rfancisco mourao roma,17,Castelo De Vide,,r rfancisco mourao roma 17 castelo de vide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.822488038277512,0.736842105263158,0.6296296296296297,0.7296532577234333,0.7475013290802766,0.9843076923076923,False,1.0,True,1.0,True,0.0,False,0.8261904761904761,False,0.7620996336996336,1.0,0.0,57,44,13,0.7719298245614035,9,8,1,9,2,0,0.6268178326936221,0.0,0.0,0.0,1,1,0,0,1,0.21015486403369454,0.5281958906590486
"Rua Igreja Ramiro, 1, Calheta, 9370-530","Rua Igreja, 15, Calheta, 9385-219",0,rua igreja ramiro,1,Calheta,9370-530,rua igreja ramiro 1 calheta 9370-530,rua igreja,15,Calheta,9385-219,rua igreja 15 calheta 9385-219,1.0,0.3333333333333333,1.0,1.0,1.0,0.7777777777777777,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,True,True,0.8561438561438561,0.6666666666666667,0.4883720930232558,0.6703942052779261,0.7079168893122381,0.9176470588235295,False,0.8500000000000001,False,1.0,True,0.5833333333333334,False,0.8655555555555555,False,0.8433071895424836,1.0,0.5833333333333334,39,33,6,0.8461538461538461,6,5,1,8,9,0,0.7219922691687397,0.6658896658896658,0.6559055918663761,0.5615495426867975,1,1,1,1,1,0.0017666876756902538,0.8257429411547058
"R S João, 702, Várzea Do Douro, 4575-453","R De S João, 541, Várzea Do Douro, 4575-453",0,rua s joao,702,Varzea Do Douro,4575-453,r s joao 702 varzea do douro 4575-453,rua s joao,541,Varzea Do Douro,4575-453,r de s joao 541 varzea do douro 4575-453,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,2.0,True,True,0.8274753823591033,0.8604651162790697,0.7435897435897436,0.810510080742639,0.8089076375122888,1.0,True,0.0,False,1.0,True,1.0,True,0.828574456809751,False,0.7657148913619503,1.0,0.0,40,43,3,0.9302325581395349,8,9,1,10,10,1,0.6336102225077891,0.5516502549060689,0.5104765942413001,0.4224068150051927,1,1,0,0,1,0.006580725351024627,0.7532856467959067
"Rua Hermenegildo Capelo, 3, Palmela","r ehrmenegildo capelo, 3, Palmela",1,rua hermenegildo capelo,3,Palmela,,rua hermenegildo capelo 3 palmela,rua ehrmenegildo capelo,3,Palmela,,r ehrmenegildo capelo 3 palmela,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8464935064935064,0.8857142857142857,0.7142857142857143,0.8154978354978355,0.8146753246753247,0.9913043478260869,False,1.0,True,1.0,True,0.0,False,0.8463343108504399,False,0.7675277317353053,1.0,0.0,35,33,2,0.9428571428571428,5,5,0,1,1,1,0.6497072409676259,0.0,0.0,0.0,1,1,0,0,1,0.2186476115169296,0.5380070794096039
"R Fontaínhas, 6, Favões, 4625-083","r fbontaínhas, 6, Favões, 4625-083",1,rua fontainhas,6,Favoes,4625-083,r fontainhas 6 favoes 4625-083,rua fbontainhas,6,Favoes,4625-083,r fbontainhas 6 favoes 4625-083,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,True,True,0.9931372549019608,0.9705882352941176,0.9,0.9545751633986929,0.9606862745098039,0.9866666666666667,False,1.0,True,1.0,True,1.0,True,0.9924731182795699,False,0.9958279569892474,1.0,0.9866666666666667,33,34,1,0.9705882352941176,5,5,0,8,8,1,0.988993843558929,0.9931372549019608,0.9958279569892474,0.988993843558929,1,1,1,1,1,1.1957181814459822e-05,0.9963217372970693
"Travessa da Escola, 12, Monte do Trigo, 7220-242","trzavessa da escola, 12, Monte do Trigo",1,travessa escola,12,Monte Do Trigo,7220-242,travessa da escola 12 monte do trigo 7220-242,trzavessa escola,12,Monte Do Trigo,,trzavessa da escola 12 monte do trigo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9376068376068376,0.7708333333333334,0.7209302325581395,0.8097901344994368,0.8392491552375273,0.9833333333333333,False,1.0,True,1.0,True,0.0,False,0.9394594594594594,False,0.7845585585585585,1.0,0.0,48,39,9,0.8125,8,7,1,9,2,0,0.735607469007469,0.0,0.0,0.0,1,1,0,0,1,0.2530104149090363,0.574055132055132
"Estrada Nacional 120, Km 10, Alcácer do Sal, 7580-001","Estrada Nacional 5, 4 B, Alcácer do Sal, 7580-103",0,estrada nacional,120,Alcacer Do Sal,7580-001,estrada nacional 120 km 10 alcacer do sal 7580-001,estrada nacional 5,4 B,Alcacer Do Sal,7580-103,estrada nacional 5 4 b alcacer do sal 7580-103,1.0,0.3333333333333333,0.0,1.0,1.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,True,True,0.8957070123646943,0.8301886792452831,0.660377358490566,0.7954243500335144,0.8120044495785737,0.9777777777777777,False,0.0,False,1.0,True,0.9214285714285715,False,0.9029896480331262,False,0.7604391994478952,1.0,0.0,53,49,4,0.9245283018867925,9,9,0,12,9,0,0.681130723422474,0.3980920054954197,0.33797297753239786,0.302724765965544,1,1,0,0,1,0.05363132860116053,0.7001968854190114
"Praça das Flores, 43, Lisboa, 1200-250","Praça das Flores, 43, 1200-250",1,praca flores,43,Lisboa,1200-250,praca das flores 43 lisboa 1200-250,praca flores,43,Praca Das Flores,1200-250,praca das flores 43 1200-250,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.5,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,True,True,0.9578947368421054,0.7894736842105263,0.8,0.8491228070175438,0.876842105263158,1.0,True,1.0,True,0.3194444444444444,False,1.0,True,0.96,False,0.8558888888888889,1.0,0.3194444444444444,38,30,8,0.7894736842105263,6,5,1,9,9,1,0.8198514619883042,0.7982456140350879,0.7132407407407408,0.6832095516569202,1,1,1,1,1,0.004404914891191596,0.8823723196881091
"Rua dos Aliados, 173, Almeirim, 2080-116","r dos alaios, 173, Almeirim, 2080-116",1,rua aliados,173,Almeirim,2080-116,rua dos aliados 173 almeirim 2080-116,rua alaios,173,Almeirim,2080-116,r dos alaios 173 almeirim 2080-116,1.0,0.5,1.0,1.0,1.0,0.8333333333333334,1.0,0.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,True,True,0.904527027027027,0.9,0.7297297297297297,0.8447522522522523,0.8511824324324325,0.9618181818181818,False,1.0,True,1.0,True,1.0,True,0.9050874403815581,False,0.973381124439948,1.0,0.9050874403815581,40,37,3,0.925,6,6,0,10,10,1,0.8804495346538908,0.7537725225225226,0.81115093703329,0.733707945544909,1,1,1,1,1,0.004903802091023573,0.9037471616001028
"Rua Gago Coutinho, 56, Ponte de Sôr, 7400-258","r ggo coutinho, 56, Ponte de Sôr",1,rua gago coutinho,56,Ponte De Sor,7400-258,rua gago coutinho 56 ponte de sor 7400-258,rua ggo coutinho,56,Ponte De Sor,,r ggo coutinho 56 ponte de sor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8852083333333334,0.7111111111111111,0.627906976744186,0.7414088070628768,0.7731984819121447,0.9882352941176471,False,1.0,True,1.0,True,0.0,False,0.8842857142857143,False,0.7745042016806722,1.0,0.0,45,32,13,0.7111111111111111,8,7,1,9,2,0,0.6855975735294118,0.0,0.0,0.0,1,1,0,0,1,0.2326176594314605,0.5532375116713352
