id,type,parsed_tags,basic_complete,full_complete
255390120,node,"{'addr:postcode': '3600-011', 'capital': '8', 'name': 'Almofala', 'place': 'village', 'population': '228', 'population:date': '2011', 'wikidata': 'Q64353', 'wikimedia_commons': 'Category:Almofala (Castro Daire)', 'wikipedia': 'en:Almofala'}",False,False
256583354,node,"{'addr:city': 'Lisboa', 'addr:postcode': '1700-354', 'addr:street': 'turning_loop'}",False,False
258137754,node,"{'addr:city': 'Povos', 'addr:postcode': '2600-000', 'addr:street': 'EN 1 Km 24,7', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-25', 'fuel:lpg': 'yes', 'name': 'GALP VILA FRANCA XIRA', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'wheelchair': 'limited'}",False,False
258199084,node,"{'addr:city': 'Vila Franca de Xira', 'addr:housenumber': '110', 'addr:postcode': '2600-180', 'addr:street': 'Rua Luís de Camões', 'amenity': 'police', 'name': '90ª Esquadra - Vila Franca de Xira', 'operator': 'Polícia de Segurança Pública', 'operator:short': 'PSP', 'operator:wikidata': 'Q3460075', 'operator:wikipedia': 'en:Polícia de Segurança Pública'}",True,True
259113774,node,"{'addr:housenumber': '1 A/D', 'addr:postcode': '1600-612', 'addr:street': 'Rua Professor Dias Amado', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Telheiras Avenida', 'brand': 'Millennium bcp', 'brand:wikidata': 'Q118581', 'brand:wikipedia': 'pt:Banco Comercial Português', 'email': 'telheiras.avenida@millenniumbcp.pt', 'fax': '+351 210 099 030', 'name': 'Millennium bcp', 'official_name': 'Banco Comercial Português', 'official_name:en': 'Portuguese Commercial Bank', 'official_name:es': 'Banco Comercial Português', 'opening_hours': 'Mo-Fr 08:30-15:30', 'operator': 'Banco Comercial Português', 'operator:wikidata': 'Q118581', 'operator:wikipedia': 'pt:Banco Comercial Português', 'phone': '+351 211 126 720'}",True,False
259740978,node,"{'addr:country': 'PT', 'addr:postcode': '2950-425', 'is_in': 'Estr. dos Restauradores do Concelho de Palmela', 'name': 'NOWO'}",False,False
262369214,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '1/3', 'addr:postcode': '1600-635', 'addr:street': 'Rua Professor João Barreira', 'brand': 'Gleba', 'brand:wikipedia': 'pt:Gleba', 'drive_through': 'no', 'name': 'Gleba Telheiras', 'opening_hours': 'Mo-Su 07:00-20:30', 'phone': '968211655', 'shop': 'bakery', 'website': 'https://mygleba.com/'}",True,True
262369830,node,"{'addr:city': 'Lisboa', 'addr:postcode': '1600-000', 'addr:street': 'Av. Padre Cruz', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'check_date': '2025-08-26', 'fuel:adblue': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'BP AV. PADRE CRUZ', 'opening_hours': '24/7', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
269332534,node,"{'addr:city': 'Lagos', 'addr:postcode': '8600-327', 'addr:street': 'EN125 Telheiro', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:lpg': 'yes', 'name': 'Lagos - E. N. 125 (Oeste)', 'operator': 'BP', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'valves': 'schrader', 'wheelchair': 'yes'}",False,False
269905948,node,"{'addr:city': 'Lagos', 'addr:housenumber': '86', 'addr:postcode': '8600', 'addr:street': 'Rua Cândido dos Reis', 'amenity': 'restaurant', 'name': ""Mullen's"", 'opening_hours': 'Mo-Su 12:00-00:00', 'phone': '+351 918480071'}",True,True
281335806,node,"{'addr:postcode': '2560-232', 'name': 'Paul', 'place': 'hamlet'}",False,False
286728213,node,"{'addr:city': 'Curral das Freiras', 'addr:postcode': '9000-421', 'email': 'info@eiradoserrado.com', 'name': 'Hotel Eira Do Serrado', 'phone': '+351 291 710 060', 'rooms': '26', 'tourism': 'hotel', 'website': 'https://www.eiradoserrado.com'}",False,False
287011979,node,"{'addr:city': 'ELVAS', 'addr:postcode': '7350-443', 'addr:street': 'IP 7/A 6 Km 4,5', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'fuel:GTL_diesel': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'is_in:municipality': 'BADAJOZ', 'is_in:province': 'BADAJOZ', 'name': 'A.S. CAIA B', 'opening_hours': '24/7', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
287458462,node,"{'addr:city': 'São Mamede de Infesta', 'addr:street': 'Rua Godinho de Faria', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'brand:wikipedia': 'es:Repsol', 'name': 'Repsol', 'operator': 'Repsol'}",False,False
290915382,node,"{'addr:city': 'Samouco - Ponte Vasco da Gama', 'addr:postcode': '2870-000', 'addr:street': 'Acesso Ponte Vasco da Gama, Km 13,8 (N/S)', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-27', 'fuel:lpg': 'yes', 'name': 'GALP A12 A.S. Alcochete - Pte Vasco da Gama (N/S)', 'operator': 'Galp', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
291928851,node,"{'addr:city': 'Montijo', 'addr:postcode': '2870-823', 'addr:street': 'Rua Vasco da Gama', 'amenity': 'fuel', 'check_date': '2025-02-16', 'check_date:compressed_air': '2025-02-16', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.Leclerc', 'opening_hours': '24/7', 'operator': 'E.Leclerc', 'valves': 'schrader', 'wheelchair': 'yes'}",False,False
293441143,node,"{'addr:city': 'Porto Moniz', 'addr:postcode': '9270-095', 'addr:street': 'Rua Forte de são João Batista', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'fuel:diesel': 'yes', 'fuel:octane_95': 'yes', 'name': 'Repsol E1950'}",False,False
293762205,node,"{'addr:city': 'Ribeira Brava', 'addr:postcode': '9350-000', 'addr:street': 'Feiteiras', 'brand': 'Valley View Hotel Encumeada', 'check_date': '2024-11-20', 'email': 'info@valleyviewhotelencumeada.pt', 'internet_access': 'yes', 'internet_access:fee': 'customers', 'name': 'Valley View Hotel Encumeada', 'phone': '+351291951282', 'rooms': '50', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.valleyviewhotelencumeada.pt'}",False,False
297318763,node,"{'addr:city': 'Guilhufe e Urrô', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'name': 'BP'}",False,False
297818113,node,"{'addr:housenumber': '19A', 'addr:street': 'Rua do Hospital Velho', 'name': 'Residencial Funchal', 'tourism': 'hostel', 'wikidata': 'Q111119247'}",True,False
298176965,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '3', 'addr:postcode': '1250-165', 'addr:street': 'Rua Mouzinho da Silveira', 'fax': '+351 213 150 319', 'internet_access': 'wlan', 'name': 'Hotel Jorge V', 'operator': 'Hotusa Hotels', 'phone': '+351 213 562 525', 'rooms': '49', 'source:pkey': 'b945c72b-d064-404e-88fe-97febe43026e', 'stars': '3', 'tourism': 'hotel', 'website': 'https://www.hoteljorgev.com/'}",True,True
298351852,node,"{'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'contact:phone': '+351 291 099 909', 'cuisine': 'regional', 'name': 'Vila do Peixe', 'opening_hours': 'Mo-Su 11:00-23:00', 'toilets': 'yes', 'toilets:wheelchair': 'yes', 'website': 'https://www.viladopeixe.com/', 'wheelchair': 'yes'}",False,False
300300320,node,"{'addr:housenumber': '30A', 'addr:street': 'Rua Dr. Jaoa Abel Freitas', 'amenity': 'restaurant', 'cuisine': 'regional', 'name': 'Vila da Carne', 'website': 'www.viladacarne@sapo.pt'}",True,False
300346592,node,"{'addr:city': 'Santo Isidoro', 'addr:housenumber': '48', 'addr:postcode': '2640-002', 'addr:street': 'Estrada de Albarral', 'amenity': 'pharmacy', 'name': 'Farmácia Oceano', 'source': 'http://portalnacional.com.pt/farmacia/farmacia-oceano-25852/'}",True,True
300363340,node,"{'addr:street': 'Rua Brigadeiro Oudinot', 'amenity': 'restaurant', 'cuisine': 'regional', 'internet_access': 'wlan', 'name': 'Restaurante Pastelaria'}",False,False
300363346,node,"{'addr:city': 'Funchal', 'addr:housenumber': '6', 'addr:postcode': '9050-025', 'addr:street': 'Largo do Phelps', 'consulate': 'yes', 'contact:email': 'funchal@hk-diplo.de', 'contact:phone': '+351 291 220-338', 'country': 'DE', 'diplomatic': 'consulate', 'name': 'Deutsches Konsulat', 'office': 'diplomatic', 'official_name': 'Consulate of Germany in Funchal, Portugal', 'target': 'PT'}",True,True
300363348,node,"{'addr:city': 'Funchal', 'addr:housenumber': '19', 'addr:postcode': '9050-449', 'addr:street': 'Rua Doutor Fernão de Ornelas', 'amenity': 'pharmacy', 'check_date:currency:XBT': '2024-06-06', 'currency:XBT': 'yes', 'email': 'farmaciaconfianca.funchal@gmail.com', 'healthcare': 'pharmacy', 'name': 'Farmacia Confiança - Pharmacy', 'opening_hours': 'Mo-Sa 08:00-20:00', 'payment:lightning': 'yes', 'payment:lightning_contactless': 'yes', 'payment:onchain': 'yes', 'phone': '(+351) 291 223 586', 'survey:date': '2025-03-19', 'website': 'https://www.farmaciasegura.pt'}",True,True
300363364,node,"{'addr:housenumber': '1', 'addr:street': 'Calçada do Pico', 'name': 'Museu da Quinta das Cruzes', 'tourism': 'museum'}",True,False
301267561,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '2', 'addr:street': 'Largo do Carmo', 'amenity': 'cafe', 'check_date': '2024-05-06', 'contact:instagram': 'https://www.instagram.com/leitaria.academica/', 'name': 'Leitaria Académica', 'outdoor_seating': 'yes'}",True,False
304977484,node,"{'addr:city': 'Évora', 'addr:housenumber': '1', 'addr:postcode': '7000-646', 'addr:street': 'Largo da Misericórdia', 'internet_access': 'yes', 'name': 'Albergaria Solar de Monfalim', 'phone': '+351 266 703 529', 'rooms': '26', 'stars': '2', 'start_date': '1892', 'tourism': 'hotel', 'website': 'https://www.solarmonfalim.com/solar-monfalim'}",True,True
308119709,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '20', 'addr:postcode': '1050-113', 'addr:street': 'Rua Filipe Folque', 'fax': '+351 213 139 419', 'internet_access': 'wlan', 'name': 'Turim Lisboa Hotel', 'phone': '+351 210 330 900', 'ref:gds:amadeus': 'OILISLIA', 'ref:gds:galileo': 'OI E0053', 'ref:gds:sabre': 'OI 285161', 'ref:gds:worldspan': 'OI LISIA', 'rooms': '56', 'source:pkey': '3e035947-cf46-4f6e-8047-97969e6340b5', 'stars': '4', 'tourism': 'hotel', 'website': 'https://www.turim-hotels.com/hoteis/turim-lisboa-hotel-134'}",True,True
309785026,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-249', 'addr:street': 'Avenida Marginal', 'amenity': 'fuel', 'brand': 'BP', 'brand:wikidata': 'Q152057', 'brand:wikipedia': 'en:BP', 'name': 'BP', 'operator': 'Disbrand Trading, LDA.', 'phone': '214683200', 'survey:date': '2014-03-01'}",False,False
309785374,node,"{'addr:city': 'Estoril', 'addr:street': 'Avenida de Nice', 'name': 'Vila Galé Estoril', 'tourism': 'hotel'}",False,False
309816093,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'GALP'}",False,False
309816127,node,"{'addr:city': 'Estoril', 'addr:postcode': '2765-273', 'addr:street': 'Avenida dos Bombeiros Voluntários', 'amenity': 'fuel', 'description': 'Car washing', 'name': 'Repsol'}",False,False
309816128,node,"{'addr:city': 'Estoril', 'addr:postcode': '2775-000', 'addr:street': 'Av. Conde de Barcelona', 'amenity': 'fuel', 'brand': 'Repsol', 'brand:wikidata': 'Q174747', 'check_date': '2025-08-25', 'compressed_air': 'yes', 'fuel:diesel': 'yes', 'fuel:lpg': 'yes', 'fuel:octane_95': 'yes', 'fuel:octane_98': 'yes', 'name': 'E.S. ESTORIL', 'opening_hours': 'PH,Mo-Su 06:30-22:30', 'operator': 'Repsol', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
314536636,node,"{'addr:city': 'Gondomar (São Cosme)', 'addr:housename': 'Farmácia Cardoso', 'addr:housenumber': '64/58', 'addr:postcode': '4420-307', 'addr:street': 'Largo de Santo António', 'amenity': 'pharmacy', 'dispensing': 'yes', 'healthcare': 'pharmacy', 'name': 'Farmácia Cardoso'}",True,True
314896111,node,"{'addr:city': 'Caniço', 'addr:postcode': '9125-011', 'addr:street': 'Estrada João Gonçalves Zarco', 'branch': 'Caniço', 'brand': 'Continente Modelo', 'brand:wikidata': 'Q1892188', 'brand:wikipedia': 'pt:Continente Modelo', 'contact:facebook': 'continenteoficial', 'contact:instagram': 'continente', 'contact:phone': '+351 291 930 708', 'contact:youtube': 'https://www.youtube.com/user/continentept', 'name': 'Continente Modelo', 'opening_hours': 'Mo-Th,Su 08:30-21:30; Fr,Sa 08:30-22:00', 'ref': 'ba284b65-aca2-5357-9ed6-478aee0dc20a', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://feed.continente.pt/lojas/continente-modelo-canico'}",False,False
318424351,node,"{'addr:city': 'Santa Cruz', 'addr:postcode': '9100-153', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Santa Cruz - Madeira', 'branch:type': 'retail', 'brand': 'Caixa Geral de Depósitos', 'brand:website': 'https://www.cgd.pt/', 'brand:wikidata': 'Q1026044', 'brand:wikipedia': 'pt:Caixa Geral de Depósitos', 'contact:facebook': 'caixageraldedepositos', 'contact:instagram': 'caixageraldedepositos', 'contact:linkedin': 'https://www.linkedin.com/company/caixageraldedepositos/', 'contact:phone': '+351 217 900 790', 'contact:youtube': 'http://www.youtube.com/user/mediacgd', 'fixme': 'more info', 'name': 'Caixa Geral de Depósitos', 'opening_hours': 'Mo-Fr 08:30-12:30,13:30-15:00; Sa,Su,PH off', 'operator': 'Caixa Geral de Depósitos', 'operator:wikidata': 'Q1026044', 'operator:wikipedia': 'pt:Caixa Geral de Depósitos', 'ref': '1626', 'short_name': 'CGD', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.cgd.pt/Corporativo/Rede-CGD/Pages/SANTA-CRUZ-MADEIRA.aspx'}",False,False
318653450,node,"{'addr:city': 'Ponta do Sol', 'addr:housenumber': '1', 'addr:postcode': '9360-421', 'addr:street': 'Rua dos Lombos', 'amenity': 'restaurant', 'cuisine': 'regional_(fish)', 'name': 'A Poita', 'name:es': 'A Poita', 'opening_hours': 'Mo-Su,PH 12:00-21:00+', 'phone': '291 972 871', 'smoking': 'separated'}",True,True
318690824,node,"{'addr:housenumber': '15', 'amenity': 'pharmacy', 'check_date': '2024-01-06', 'dispensing': 'yes', 'name': 'Ribeirabravense', 'opening_hours': 'Mo-Fr 08:30-20:00; Sa-Su 09:00-14:00; PH 09:00-22:00', 'wheelchair': 'yes'}",False,False
318690829,node,"{'addr:postcode': '9350-209', 'branch': 'Super Ribeira Brava', 'brand': 'Pingo Doce', 'brand:wikidata': 'Q1575057', 'brand:wikipedia': 'pt:Pingo Doce', 'check_date': '2024-01-02', 'contact:facebook': 'pingodoce', 'contact:instagram': 'pingodoce', 'contact:linkedin': 'https://www.linkedin.com/company/pingo-doce', 'contact:phone': '+351 291 952 690', 'contact:tiktok': 'pingodoce', 'contact:youtube': 'pingodocept', 'name': 'Pingo Doce', 'opening_hours': 'Mo-Su 07:30-22:00; easter 07:30-14:00', 'ref': '7', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.pingodoce.pt/lojas/super-ribeira-brava/'}",False,False
319309625,node,"{'addr:city': 'Vilar da Lila', 'addr:postcode': '4785-209', 'addr:street': 'A3 - Km 11 - Lugar de Vilar de Lila', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-27', 'fuel:lpg': 'yes', 'name': 'GALP A3 A.S. Trofa (Por/Bra)', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
319309630,node,"{'addr:city': 'Vilar de Lila', 'addr:postcode': '4785-209', 'addr:street': 'A3 - Km 11 - Lugar de Vilar de Lila', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-27', 'fuel:lpg': 'yes', 'name': 'GALP A3 A.S. Trofa (Bra/Por)', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/'}",False,False
