id,type,tags,geometry,parsed_tags,has_address,has_building,geometry_parsed
250105863,node,"{'addr:city': 'Miranda do Corvo', 'addr:postcode': '3220-209', 'addr:street': 'Rua do Cruzeiro', 'amenity': 'pharmacy', 'name': 'Farmácia Lima Natário', 'phone': '+351 239532080'}",POINT (-8.3330521 40.0939847),"{'addr:city': 'Miranda do Corvo', 'addr:postcode': '3220-209', 'addr:street': 'Rua do Cruzeiro', 'amenity': 'pharmacy', 'name': 'Farmácia Lima Natário', 'phone': '+351 239532080'}",True,False,POINT (-8.3330521 40.0939847)
251211318,node,"{'building': 'public', 'name': 'IAPMEI'}",POINT (-7.9177094 40.6559905),"{'building': 'public', 'name': 'IAPMEI'}",False,True,POINT (-7.9177094 40.6559905)
251572920,node,"{'addr:city': 'Coimbra', 'addr:hamlet': 'Urbanização Quinta Dom João', 'addr:housenumber': 'Lote 9', 'addr:postcode': '3030-020', 'addr:street': 'Praça Mestre Pero', 'amenity': 'cafe', 'contact:facebook': 'cafedomjoao', 'name': 'Café Dom João', 'opening_hours': 'Mo-Sa 08:00-02:00', 'phone': '+351 239 193 353'}",POINT (-8.4173708 40.1996647),"{'addr:city': 'Coimbra', 'addr:hamlet': 'Urbanização Quinta Dom João', 'addr:housenumber': 'Lote 9', 'addr:postcode': '3030-020', 'addr:street': 'Praça Mestre Pero', 'amenity': 'cafe', 'contact:facebook': 'cafedomjoao', 'name': 'Café Dom João', 'opening_hours': 'Mo-Sa 08:00-02:00', 'phone': '+351 239 193 353'}",True,False,POINT (-8.4173708 40.1996647)
251572927,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '24', 'addr:postcode': '3030-020', 'addr:street': 'Praça Mestre Pero', 'contact:facebook': 'higiprev', 'contact:instagram': 'higiprevlda', 'description': 'Empresa de Prestação de Serviços Externos na área de Segurança e Saúde no Trabalho, Higiene e Segurança Alimentar, Controlo de Pragas e Formação', 'name': 'Higiprev', 'office': 'company', 'phone': '+351 239 717 787', 'website': 'https://higiprev.wixsite.com/higiprev'}",POINT (-8.4168227 40.2000511),"{'addr:city': 'Coimbra', 'addr:housenumber': '24', 'addr:postcode': '3030-020', 'addr:street': 'Praça Mestre Pero', 'contact:facebook': 'higiprev', 'contact:instagram': 'higiprevlda', 'description': 'Empresa de Prestação de Serviços Externos na área de Segurança e Saúde no Trabalho, Higiene e Segurança Alimentar, Controlo de Pragas e Formação', 'name': 'Higiprev', 'office': 'company', 'phone': '+351 239 717 787', 'website': 'https://higiprev.wixsite.com/higiprev'}",True,False,POINT (-8.4168227 40.2000511)
251572995,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '93', 'addr:postcode': '3030', 'addr:street': 'Rua do Brasil', 'disused:amenity': 'restaurant', 'disused:name': 'Cantinho dos Grelhados', 'shop': 'vacant'}",POINT (-8.4187898 40.2006409),"{'addr:city': 'Coimbra', 'addr:housenumber': '93', 'addr:postcode': '3030', 'addr:street': 'Rua do Brasil', 'disused:amenity': 'restaurant', 'disused:name': 'Cantinho dos Grelhados', 'shop': 'vacant'}",True,False,POINT (-8.4187898 40.2006409)
251574333,node,"{'addr:housenumber': '63', 'addr:postcode': '3030-175', 'addr:street': 'Rua do Brasil', 'amenity': 'pub', 'contact:facebook': 'petisqueira.seminario', 'cuisine': 'regional', 'name': 'Seminário', 'opening_hours': 'Mo-Sa 11:00-00:00', 'phone': '+351 917 557 082'}",POINT (-8.4195902 40.2002793),"{'addr:housenumber': '63', 'addr:postcode': '3030-175', 'addr:street': 'Rua do Brasil', 'amenity': 'pub', 'contact:facebook': 'petisqueira.seminario', 'cuisine': 'regional', 'name': 'Seminário', 'opening_hours': 'Mo-Sa 11:00-00:00', 'phone': '+351 917 557 082'}",True,False,POINT (-8.4195902 40.2002793)
251607375,node,"{'addr:city': 'Coimbra', 'addr:hamlet': 'Quinta de Dom João', 'addr:housenumber': 'Lote 10', 'addr:postcode': '3030-413', 'addr:street': 'Praça Mestre Pero', 'amenity': 'cafe', 'cuisine': 'coffee_shop;regional', 'name': 'Tasquinha do João', 'opening_hours': 'Mo-Fr 09:00-23:00; Sa 09:00-15:00', 'outdoor_seating': 'yes', 'phone': '+351 239 402 100', 'website': 'tasquinhadojoao.eatbu.com'}",POINT (-8.4171665 40.1998076),"{'addr:city': 'Coimbra', 'addr:hamlet': 'Quinta de Dom João', 'addr:housenumber': 'Lote 10', 'addr:postcode': '3030-413', 'addr:street': 'Praça Mestre Pero', 'amenity': 'cafe', 'cuisine': 'coffee_shop;regional', 'name': 'Tasquinha do João', 'opening_hours': 'Mo-Fr 09:00-23:00; Sa 09:00-15:00', 'outdoor_seating': 'yes', 'phone': '+351 239 402 100', 'website': 'tasquinhadojoao.eatbu.com'}",True,False,POINT (-8.4171665 40.1998076)
251634933,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '56', 'addr:postcode': '3030-175', 'addr:street': 'Rua do Brasil', 'amenity': 'restaurant', 'name': 'Francesinhas & Cª'}",POINT (-8.4203812 40.1997995),"{'addr:city': 'Coimbra', 'addr:housenumber': '56', 'addr:postcode': '3030-175', 'addr:street': 'Rua do Brasil', 'amenity': 'restaurant', 'name': 'Francesinhas & Cª'}",True,False,POINT (-8.4203812 40.1997995)
251898013,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '4', 'addr:postcode': '3030-059', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'contact:facebook': 'Café-Esquininha-177821126001927', 'cuisine': 'regional', 'name': 'Esquininha', 'opening_hours': 'Mo-Sa 12:00-02:00;Su 15:00-23:45', 'phone': '+351 239 780 068'}",POINT (-8.4117893 40.1998915),"{'addr:city': 'Coimbra', 'addr:housenumber': '4', 'addr:postcode': '3030-059', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'contact:facebook': 'Café-Esquininha-177821126001927', 'cuisine': 'regional', 'name': 'Esquininha', 'opening_hours': 'Mo-Sa 12:00-02:00;Su 15:00-23:45', 'phone': '+351 239 780 068'}",True,False,POINT (-8.4117893 40.1998915)
251900607,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '28', 'addr:postcode': '3030-049', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'contact:facebook': 'cafemonacocoimbra', 'contact:instagram': 'cafemonacocoimbra', 'name': 'Mónaco', 'opening_hours': 'Mo-Th, Su 12:00-00:00; Fr, Sa 12:00-02:00', 'phone': '+351 239 403 206'}",POINT (-8.411797 40.1993043),"{'addr:city': 'Coimbra', 'addr:housenumber': '28', 'addr:postcode': '3030-049', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'contact:facebook': 'cafemonacocoimbra', 'contact:instagram': 'cafemonacocoimbra', 'name': 'Mónaco', 'opening_hours': 'Mo-Th, Su 12:00-00:00; Fr, Sa 12:00-02:00', 'phone': '+351 239 403 206'}",True,False,POINT (-8.411797 40.1993043)
251902237,node,"{'addr:housenumber': '86', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'check_date': '2022-09-27', 'contact:facebook': 'tettriscafe', 'cuisine': 'regional;tapas;sandwich', 'internet_access': 'wlan', 'internet_access:fee': 'customers', 'name': 'Tettris', 'opening_hours': 'Mo-Fr 08:00-02:00; Su 09:00-02:00', 'outdoor_seating': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'phone': '+351 239 405 071', 'wheelchair': 'no'}",POINT (-8.411823 40.1980646),"{'addr:housenumber': '86', 'addr:street': 'Rua Daniel de Matos', 'amenity': 'cafe', 'check_date': '2022-09-27', 'contact:facebook': 'tettriscafe', 'cuisine': 'regional;tapas;sandwich', 'internet_access': 'wlan', 'internet_access:fee': 'customers', 'name': 'Tettris', 'opening_hours': 'Mo-Fr 08:00-02:00; Su 09:00-02:00', 'outdoor_seating': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:mastercard': 'yes', 'payment:visa': 'yes', 'phone': '+351 239 405 071', 'wheelchair': 'no'}",True,False,POINT (-8.411823 40.1980646)
251908676,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '168', 'addr:postcode': '3030-996', 'addr:street': 'Rua Paulo Quintela', 'amenity': 'post_office', 'branch': 'Loja Vale das Flores', 'name': 'Loja CTT', 'opening_hours': 'Mo-Fr 09:00-18:00', 'phone': '+351 210 471 616'}",POINT (-8.4075594 40.1966438),"{'addr:city': 'Coimbra', 'addr:housenumber': '168', 'addr:postcode': '3030-996', 'addr:street': 'Rua Paulo Quintela', 'amenity': 'post_office', 'branch': 'Loja Vale das Flores', 'name': 'Loja CTT', 'opening_hours': 'Mo-Fr 09:00-18:00', 'phone': '+351 210 471 616'}",True,False,POINT (-8.4075594 40.1966438)
252015614,node,"{'addr:city': 'Coimbra', 'addr:housenumber': '70', 'addr:street': 'Rua do Brasil', 'amenity': 'pharmacy', 'name': 'Farmácia Rocha', 'phone': '+351 239 711 526'}",POINT (-8.4199765 40.1999676),"{'addr:city': 'Coimbra', 'addr:housenumber': '70', 'addr:street': 'Rua do Brasil', 'amenity': 'pharmacy', 'name': 'Farmácia Rocha', 'phone': '+351 239 711 526'}",True,False,POINT (-8.4199765 40.1999676)
252024620,node,"{'addr:city': 'Coimbra', 'addr:floor': '0', 'addr:housenumber': '23', 'addr:postcode': '3030-182', 'addr:street': 'Travessa dos Combatentes da Grande Guerra', 'branch': 'Coimbra - Combatentes', 'brand': 'Pingo Doce', 'brand:wikidata': 'Q1575057', 'brand:wikipedia': 'pt:Pingo Doce', 'check_date': '2022-07-02', 'contact:facebook': 'pingodoce', 'contact:instagram': 'pingodoce', 'contact:linkedin': 'https://www.linkedin.com/company/pingo-doce', 'contact:phone': '+351 938 875 323', 'contact:tiktok': 'pingodoce', 'contact:youtube': 'pingodocept', 'level': '0', 'name': 'Pingo Doce', 'opening_hours': 'Mo-Su 08:00-21:00; easter 08:00-14:00', 'payment:coins': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:mastercard': 'yes', 'payment:notes': 'yes', 'payment:visa': 'yes', 'ref': '323', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.pingodoce.pt/lojas/coimbra-combatentes/'}",POINT (-8.4132792 40.2024478),"{'addr:city': 'Coimbra', 'addr:floor': '0', 'addr:housenumber': '23', 'addr:postcode': '3030-182', 'addr:street': 'Travessa dos Combatentes da Grande Guerra', 'branch': 'Coimbra - Combatentes', 'brand': 'Pingo Doce', 'brand:wikidata': 'Q1575057', 'brand:wikipedia': 'pt:Pingo Doce', 'check_date': '2022-07-02', 'contact:facebook': 'pingodoce', 'contact:instagram': 'pingodoce', 'contact:linkedin': 'https://www.linkedin.com/company/pingo-doce', 'contact:phone': '+351 938 875 323', 'contact:tiktok': 'pingodoce', 'contact:youtube': 'pingodocept', 'level': '0', 'name': 'Pingo Doce', 'opening_hours': 'Mo-Su 08:00-21:00; easter 08:00-14:00', 'payment:coins': 'yes', 'payment:credit_cards': 'yes', 'payment:debit_cards': 'yes', 'payment:mastercard': 'yes', 'payment:notes': 'yes', 'payment:visa': 'yes', 'ref': '323', 'shop': 'supermarket', 'source:contact': 'website', 'source:opening_hours': 'website', 'website': 'https://www.pingodoce.pt/lojas/coimbra-combatentes/'}",True,False,POINT (-8.4132792 40.2024478)
252520300,node,"{'addr:housenumber': '3', 'addr:postcode': '3000-186', 'addr:street': 'Rua Augusto Filipe Simões', 'amenity': 'pub', 'check_date': '2022-12-19', 'contact:facebook': 'tabernacasacosta', 'cuisine': 'regional', 'name': 'Taberna Casa Costa', 'opening_hours': 'Mo-Fr, Su 07:00-00:00', 'outdoor_seating': 'yes', 'phone': '+351 239 717 739', 'website': 'https://www.restaurantetabernacasacosta.pt/'}",POINT (-8.4172197 40.2061258),"{'addr:housenumber': '3', 'addr:postcode': '3000-186', 'addr:street': 'Rua Augusto Filipe Simões', 'amenity': 'pub', 'check_date': '2022-12-19', 'contact:facebook': 'tabernacasacosta', 'cuisine': 'regional', 'name': 'Taberna Casa Costa', 'opening_hours': 'Mo-Fr, Su 07:00-00:00', 'outdoor_seating': 'yes', 'phone': '+351 239 717 739', 'website': 'https://www.restaurantetabernacasacosta.pt/'}",True,False,POINT (-8.4172197 40.2061258)
252652559,node,"{'addr:city': 'Eiras', 'addr:housenumber': '2', 'addr:street': 'Rua da Cruz Nova', 'amenity': 'pharmacy', 'name': 'Farmácia Barros', 'phone': '+351 239431643', 'wheelchair': 'yes'}",POINT (-8.4215193 40.2505855),"{'addr:city': 'Eiras', 'addr:housenumber': '2', 'addr:street': 'Rua da Cruz Nova', 'amenity': 'pharmacy', 'name': 'Farmácia Barros', 'phone': '+351 239431643', 'wheelchair': 'yes'}",True,False,POINT (-8.4215193 40.2505855)
253165590,node,"{'amenity': 'arts_centre', 'building': 'yes', 'name': 'Associação Cultural e Recreativa da Juventude do Espinho'}",POINT (-8.2909386 40.0857975),"{'amenity': 'arts_centre', 'building': 'yes', 'name': 'Associação Cultural e Recreativa da Juventude do Espinho'}",False,True,POINT (-8.2909386 40.0857975)
253226435,node,"{'addr:city': 'Miranda do Corvo', 'addr:housenumber': '34', 'addr:postcode': '3220-205', 'addr:street': 'R. João Paulo II', 'brand': 'Auchan', 'brand:wikidata': 'Q758603', 'name': 'Auchan', 'shop': 'supermarket'}",POINT (-8.3269692 40.0890881),"{'addr:city': 'Miranda do Corvo', 'addr:housenumber': '34', 'addr:postcode': '3220-205', 'addr:street': 'R. João Paulo II', 'brand': 'Auchan', 'brand:wikidata': 'Q758603', 'name': 'Auchan', 'shop': 'supermarket'}",True,False,POINT (-8.3269692 40.0890881)
255390120,node,"{'addr:postcode': '3600-011', 'capital': '8', 'name': 'Almofala', 'place': 'village', 'population': '228', 'population:date': '2011', 'wikidata': 'Q64353', 'wikimedia_commons': 'Category:Almofala (Castro Daire)', 'wikipedia': 'en:Almofala'}",POINT (-7.7933527 40.9541684),"{'addr:postcode': '3600-011', 'capital': '8', 'name': 'Almofala', 'place': 'village', 'population': '228', 'population:date': '2011', 'wikidata': 'Q64353', 'wikimedia_commons': 'Category:Almofala (Castro Daire)', 'wikipedia': 'en:Almofala'}",True,False,POINT (-7.7933527 40.9541684)
256583354,node,"{'addr:city': 'Lisboa', 'addr:postcode': '1700-354', 'addr:street': 'turning_loop'}",POINT (-9.1456859 38.751423),"{'addr:city': 'Lisboa', 'addr:postcode': '1700-354', 'addr:street': 'turning_loop'}",True,False,POINT (-9.1456859 38.751423)
258137754,node,"{'addr:city': 'Povos', 'addr:postcode': '2600-000', 'addr:street': 'EN 1 Km 24,7', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-25', 'fuel:lpg': 'yes', 'name': 'GALP VILA FRANCA XIRA', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'wheelchair': 'limited'}",POINT (-8.9834599 38.9654485),"{'addr:city': 'Povos', 'addr:postcode': '2600-000', 'addr:street': 'EN 1 Km 24,7', 'amenity': 'fuel', 'brand': 'Galp', 'brand:wikidata': 'Q1492739', 'brand:wikipedia': 'en:Galp Energia', 'check_date': '2025-08-25', 'fuel:lpg': 'yes', 'name': 'GALP VILA FRANCA XIRA', 'source': 'Direção-Geral de Energia e Geologia', 'source:url': 'https://precoscombustiveis.dgeg.gov.pt/', 'wheelchair': 'limited'}",True,False,POINT (-8.9834599 38.9654485)
258199084,node,"{'addr:city': 'Vila Franca de Xira', 'addr:housenumber': '110', 'addr:postcode': '2600-180', 'addr:street': 'Rua Luís de Camões', 'amenity': 'police', 'name': '90ª Esquadra - Vila Franca de Xira', 'operator': 'Polícia de Segurança Pública', 'operator:short': 'PSP', 'operator:wikidata': 'Q3460075', 'operator:wikipedia': 'en:Polícia de Segurança Pública'}",POINT (-8.9897332 38.9529981),"{'addr:city': 'Vila Franca de Xira', 'addr:housenumber': '110', 'addr:postcode': '2600-180', 'addr:street': 'Rua Luís de Camões', 'amenity': 'police', 'name': '90ª Esquadra - Vila Franca de Xira', 'operator': 'Polícia de Segurança Pública', 'operator:short': 'PSP', 'operator:wikidata': 'Q3460075', 'operator:wikipedia': 'en:Polícia de Segurança Pública'}",True,False,POINT (-8.9897332 38.9529981)
259113774,node,"{'addr:housenumber': '1 A/D', 'addr:postcode': '1600-612', 'addr:street': 'Rua Professor Dias Amado', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Telheiras Avenida', 'brand': 'Millennium bcp', 'brand:wikidata': 'Q118581', 'brand:wikipedia': 'pt:Banco Comercial Português', 'email': 'telheiras.avenida@millenniumbcp.pt', 'fax': '+351 210 099 030', 'name': 'Millennium bcp', 'official_name': 'Banco Comercial Português', 'official_name:en': 'Portuguese Commercial Bank', 'official_name:es': 'Banco Comercial Português', 'opening_hours': 'Mo-Fr 08:30-15:30', 'operator': 'Banco Comercial Português', 'operator:wikidata': 'Q118581', 'operator:wikipedia': 'pt:Banco Comercial Português', 'phone': '+351 211 126 720'}",POINT (-9.1695377 38.7606589),"{'addr:housenumber': '1 A/D', 'addr:postcode': '1600-612', 'addr:street': 'Rua Professor Dias Amado', 'amenity': 'bank', 'atm': 'yes', 'branch': 'Telheiras Avenida', 'brand': 'Millennium bcp', 'brand:wikidata': 'Q118581', 'brand:wikipedia': 'pt:Banco Comercial Português', 'email': 'telheiras.avenida@millenniumbcp.pt', 'fax': '+351 210 099 030', 'name': 'Millennium bcp', 'official_name': 'Banco Comercial Português', 'official_name:en': 'Portuguese Commercial Bank', 'official_name:es': 'Banco Comercial Português', 'opening_hours': 'Mo-Fr 08:30-15:30', 'operator': 'Banco Comercial Português', 'operator:wikidata': 'Q118581', 'operator:wikipedia': 'pt:Banco Comercial Português', 'phone': '+351 211 126 720'}",True,False,POINT (-9.1695377 38.7606589)
259740978,node,"{'addr:country': 'PT', 'addr:postcode': '2950-425', 'is_in': 'Estr. dos Restauradores do Concelho de Palmela', 'name': 'NOWO'}",POINT (-8.9177961 38.584656),"{'addr:country': 'PT', 'addr:postcode': '2950-425', 'is_in': 'Estr. dos Restauradores do Concelho de Palmela', 'name': 'NOWO'}",True,False,POINT (-8.9177961 38.584656)
262369214,node,"{'addr:city': 'Lisboa', 'addr:housenumber': '1/3', 'addr:postcode': '1600-635', 'addr:street': 'Rua Professor João Barreira', 'brand': 'Gleba', 'brand:wikipedia': 'pt:Gleba', 'drive_through': 'no', 'name': 'Gleba Telheiras', 'opening_hours': 'Mo-Su 07:00-20:30', 'phone': '968211655', 'shop': 'bakery', 'website': 'https://mygleba.com/'}",POINT (-9.170828 38.7606442),"{'addr:city': 'Lisboa', 'addr:housenumber': '1/3', 'addr:postcode': '1600-635', 'addr:street': 'Rua Professor João Barreira', 'brand': 'Gleba', 'brand:wikipedia': 'pt:Gleba', 'drive_through': 'no', 'name': 'Gleba Telheiras', 'opening_hours': 'Mo-Su 07:00-20:30', 'phone': '968211655', 'shop': 'bakery', 'website': 'https://mygleba.com/'}",True,False,POINT (-9.170828 38.7606442)
